ticker,cik,sector,latest_quarter_end,revenue_concept,net_income_concept,ocf_concept,eps_diluted_concept,eps_source,eps_notes,quarters_available,annuals_available,has_quarterly_revenue,has_quarterly_eps,has_quarterly_net_income,has_quarterly_ocf,rev_yoy,eps_yoy,ocf_yoy,ni_yoy,rev_qoq,eps_qoq,ocf_qoq,ttm_revenue,ttm_net_income,ttm_eps_diluted,ttm_ocf,latest_quarter_all_positive,revenue_qoq_grew_0,revenue_qoq_grew_1,revenue_qoq_grew_2,revenue_qoq_grew_3,eps_diluted_qoq_grew_0,eps_diluted_qoq_grew_1,eps_diluted_qoq_grew_2,eps_diluted_qoq_grew_3,ocf_qoq_grew_0,ocf_qoq_grew_1,ocf_qoq_grew_2,ocf_qoq_grew_3,net_income_qoq_grew_0,net_income_qoq_grew_1,net_income_qoq_grew_2,net_income_qoq_grew_3,reasons,grade_score,grade_letter,grade_provisional,foreign_grade_score,foreign_grade_letter
TMUS,0001283699,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.06878413918672877,0.14056224899598369,0.2664372396305017,0.10153846153846158,0.019124159421438636,0.09561842800230597,0.08359939271785044,81952000000.0,12159000000.0,10.52,25499000000.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,,70.04,B,False,,
TSM,0001046179,,,,,,,,,0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,81.07,B
TPR,0001116132,,2025-03-29,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.06894225580140323,0.5833333333333333,-0.22989195678271312,0.45839311334289823,-0.023453482089572014,0.04589064576627086,0.9232506633340248,6769900000.0,839700000.0,3.72,2514400000.0,True,False,True,True,False,False,True,True,False,True,True,False,True,False,True,True,False,,66.36,C,False,,
TRGP,0001389170,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.3978081832201332,1.1578947368421053,0.017856140153854838,1.107537688442211,0.036553389365955924,0.5199498904891484,0.41153866798574124,15721100000.0,1585500000.0,6.86,6869800000.0,True,False,True,True,False,True,False,True,True,True,False,True,True,True,False,True,True,,77.98,B,False,,
TMHC,0001562476,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.019596163437135994,0.032258064516129004,-0.8661590566364243,-0.02949463551589293,0.05031486349054945,0.034501161161821225,-0.3894966347076966,8037984000.0,857629000.0,8.219999999999999,-563724000.0,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,True,True,,41.16,D,False,,
TRP,0001232384,,,,,,,,,0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,66.6,C
TEL,0001385157,,2025-06-27,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.13948228198039714,0.15053763440860224,0.11622176591375766,0.11343804537521818,0.035373404102585576,12.88164362519201,0.3959024424644268,16492000000.0,1752000000.0,5.79,7562000000.0,True,True,True,False,True,True,False,False,True,True,True,False,True,True,False,False,True,,64.66,C,False,,
FTI,0001681459,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.08991228070175428,0.523809523809524,6.542226487523992,0.44504021447721187,0.05865195545166249,0.29080086580086584,0.4449533657015833,9442300000.0,872600000.0,2.02,1713900000.0,True,True,False,True,True,True,False,True,True,True,True,True,False,True,False,True,True,,75.34,B,False,,
TCEHY,,,,,,,,,,0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,54.91,D
TME,0001744676,,,,,,,,,0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,58.03,C
TER,0000097210,,2025-06-29,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,-0.10697937603356178,-0.5701754385964912,0.538970575066712,-0.5792626950765811,0.026892978277083673,0.2798434253343803,7.742430710487207,2804654000.0,509190000.0,3.13,1118330000.0,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,True,,50.47,D,False,,
TTEK,0000831641,,2025-06-29,RevenueFromContractWithCustomerExcludingAssessedTax,ProfitLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.018963448516465142,0.34375,0.4098139148986606,0.3266985199860155,0.02438989926776497,6.5476190476190474,12.037282033681569,5456813000.0,205820000.0,0.77,630251000.0,True,True,False,True,True,True,,False,True,True,False,False,True,True,True,False,True,,65.75,C,False,,
TXRH,0001289460,,2025-07-01,RevenueFromContractWithCustomerExcludingAssessedTax,ProfitLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.12738722429581828,0.03910614525139677,-0.03012346725957804,0.02939670932358318,0.03648976994042566,0.05160155210586215,0.22945381589172326,5573903000.0,452601000.0,6.61,1497156000.0,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,,61.43,C,False,,
TGTX,0001001316,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.9212697029918602,3.25,6.966679146387121,3.097543247565053,0.22697437876590326,0.773809523809524,1.1415587983592237,419349000.0,44006000.0,0.26,-67541000.0,False,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,,74.62,B,False,,
DIS,0001744489,,2025-06-28,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.0213776722090262,1.041958041958042,0.6120903821128594,1.0076306753147652,0.01819183654785489,-35.7787155524034,0.5748333489060518,95116000000.0,13712000000.0,7.5600000000000005,35243000000.0,True,True,False,True,True,True,True,False,False,True,True,False,True,True,True,False,False,,74.62,B,False,,
TOST,0001650164,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.24798711755233493,5.5,1.9038461538461537,4.714285714285714,0.09747660999589558,0.5242063492063493,-0.739561562004288,5434000000.0,206000000.0,0.31000000000000005,698000000.0,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,,75.91,B,False,,
TTD,0001671933,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.1873047643486443,0.0588235294117645,0.711259658607361,0.05997953639346565,0.09295572466415455,0.5693240454076367,0.39217151964402847,2522626000.0,319994000.0,0.64,1554665000.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,,70.96,B,False,,
TW,0001758730,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.2667483226365659,0.2909090909090908,0.45060942444620244,0.28969548553745006,0.06027865711132546,0.05667801329151981,3.582901144510468,1876514000.0,535319000.0,2.48,1468901000.0,True,True,True,True,False,True,True,False,False,True,False,True,True,True,True,False,False,,83.13,B,False,,
TT,0001466258,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.08271470022986782,0.17878787878787894,0.09383946559219591,0.15821527869720642,0.09288352696692967,0.25216357273905565,1.346520776497123,21183500000.0,3007000000.0,13.25,4559900000.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,,67.33,C,False,,
TMDX,0001756262,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.37675517256462965,1.628571428571429,2.9830363954584214,1.8626373626373627,0.13696116802978608,1.1226190476190474,-10.091128112603798,523973000.0,76999000.0,2.0900000000000003,137322000.0,True,True,True,False,True,True,True,False,False,False,False,True,False,True,True,False,False,,81.77,B,False,,
TRU,0001552033,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.09502305918524212,0.27272727272727293,-0.015463917525773141,0.28941176470588226,0.02791979184935256,0.25457792207792207,2.6906584492704617,4361200000.0,410700000.0,2.1,1324000000.0,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,False,True,,65.28,C,False,,
TRV,0000086312,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.07382788265532225,1.8515283842794759,0.1783094098883573,1.8258426966292136,0.01948769046746826,0.7496812918817924,0.8241088620508844,47113000000.0,3698000000.0,15.940000000000001,15199000000.0,True,True,False,True,True,True,False,True,False,True,False,True,True,True,False,True,False,,69.43,C,False,,
TTMI,0001116942,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.20736461330244227,0.6000000000000001,0.016314868804664817,0.5759714632665451,0.06468195305054336,0.6411520737327189,-2.134302489848981,2600964000.0,114371000.0,1.1,313084000.0,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,,71.3,B,False,,
UBER,0001543151,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.18233644859813092,0.34042553191489366,0.5105067985166873,0.3349753694581281,0.05738688838322903,-0.3662139248483295,0.6211748559012282,46072000000.0,6758000000.0,3.13,15835000000.0,True,True,True,True,True,False,False,True,False,True,False,True,True,False,False,True,False,,74.61,B,False,,
UDR,0000074208,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.2038152610441768,0.375,0.001191939142148657,0.3043312675276113,0.05215569663930858,0.41924470457079155,0.7094511951163364,8574000.0,165873000.0,0.48000000000000004,1605134000.0,True,True,True,True,True,False,True,False,False,True,False,True,True,False,True,False,False,,78.19,B,False,,
UNH,0000731766,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.12908805826715897,-0.17621145374449332,0.6025348542458808,-0.19212523719165087,0.028978200841571045,-0.9837967031455791,2.0579007513902754,420866000000.0,19969000000.0,21.64,47825000000.0,True,True,True,True,False,False,True,True,False,True,False,True,True,False,True,True,False,,58.87,C,False,,
TIGR,0001756699,,,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,85.22,A
URBN,0000912615,,2025-07-31,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.11301822022709263,0.27419354838709675,0.5325063791861502,0.22453930288973067,0.06033187549446242,0.302850875487138,1.9230612944949723,5548070000.0,472608000.0,5.08,630254000.0,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,,71.07,B,False,,
USFD,0001665918,,2025-06-28,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.03841796271500675,0.19999999999999996,0.16747181964573277,0.13131313131313127,0.03157549568144741,0.48730119655910054,1.0488653072478595,38870000000.0,685000000.0,2.8600000000000003,2628000000.0,True,True,False,True,True,True,False,False,True,True,False,True,True,True,False,False,True,,59.05,C,False,,
VVV,0001674910,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.041765543426673046,0.25714285714285734,0.07020757020757018,0.23093681917211328,0.03231886970499037,0.2620033780267814,0.5593329627096046,1677900000.0,231600000.0,1.79,468700000.0,True,True,False,False,True,True,False,True,True,True,True,False,True,True,False,True,True,,66.47,C,False,,
VEEV,0001393052,,2025-07-31,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.16696712862384477,0.14423076923076916,0.3026670091897383,0.17111686671616755,0.0497325202833222,0.05719136763787119,0.111158522173051,2923512000.0,785348000.0,4.73,3869646000.0,True,True,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,,78.34,B,False,,
VTR,0000740260,,2025-06-30,Revenues,ProfitLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.18311129244450375,1.9999999999999996,0.3223568867047417,2.375944822373394,0.04376289216219881,-0.18750000000000006,0.6659483309209405,5216262000.0,161982000.0,0.35,2675930000.0,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,False,,72.17,B,False,,
VRSK,0001442145,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.0778459821428572,-0.1581395348837209,0.1549362305148796,-0.177864329763064,0.023565096729634916,0.0747877555940592,0.0047723161704259776,2967700000.0,1013800000.0,7.15,1197100000.0,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,False,True,,68.98,C,False,,
VRTX,0000875320,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.12061536135470208,-1.2866379310344827,-1.773191663261136,-1.2874276491540517,0.025153247110145494,-1.342782686207369,-0.9705955937811415,11152400000.0,-869000000.0,-3.4299999999999997,-813300000.0,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,,31.31,F,False,,
VRT,0001674101,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.350931995083982,0.8043478260869563,0.20655105973025045,0.8203256597417181,0.13270893850370186,-5.777691511387164,0.975281942957797,8700400000.0,843400000.0,2.17,2342600000.0,True,True,False,True,True,True,False,False,False,True,False,True,True,True,False,False,False,,75.69,B,False,,
VICI,0001705696,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.04632273880019189,0.15492957746478875,0.06337381911669104,0.1669724349860111,0.012867351471272437,0.14198602346794909,0.5130150046171751,3907210000.0,2882886000.0,2.74,4719367000.0,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False,False,True,,72.76,B,False,,
VNOM,0002074176,,,,,,,,,0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,68.15,C
V,0001403161,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,BusinessAcquisitionProFormaEarningsPerShareDiluted,yfinance,filled from yfinance,8,2,True,True,True,True,0.1429213483146068,0.12083333333333335,0.26606954689146467,0.08210180623973717,0.037965783683486076,0.044569188274080074,0.3932364471986085,38176000000.0,19840000000.0,9.99,45594000000.0,True,True,True,True,True,True,False,True,,True,True,False,True,True,False,True,True,,77.83,B,False,,
VST,0001692819,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.042789663795498756,-0.09999999999999998,-0.22347480106100792,-0.1041095890410959,0.05188721889813591,-0.741194316436252,1.2758774460873699,15943000000.0,2312000000.0,6.03,6488000000.0,True,False,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,,53.13,D,False,,
WCN,0001318220,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.07067494126323415,0.04672897196261694,0.0708495244111984,0.053721363308007586,0.039491079870334456,0.07505260100808758,0.5646069163711291,9221885000.0,1115309000.0,4.3100000000000005,4482965000.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,,63.24,C,False,,
WM,0000823768,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.1902998889300258,0.06508875739644981,0.09202697342324484,0.0676470588235294,0.05670027481446921,0.014451589865312947,0.49331336333140025,23459000000.0,2803000000.0,6.949999999999999,10361000000.0,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False,True,False,,65.78,C,False,,
WELL,0000766704,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,ProfitLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.41448309368032255,0.0714285714285714,0.3524581985230557,0.16859630951010862,0.09994819469433647,0.33003283816639983,0.7008667189800883,6740571000.0,1279354000.0,2.0,4677384000.0,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,True,,79.98,B,False,,
WES,0001423902,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,,,8,2,True,True,True,True,0.040623529593687424,-0.1030927835051546,0.061722815640377515,-0.09763157338742046,0.015394145033322704,-0.1021040165328117,0.6280737491965604,3647528000.0,1317815000.0,3.37,4239103000.0,True,True,True,False,True,True,True,False,False,True,False,True,True,True,True,False,False,,66.47,C,False,,
WMB,0000107263,,2025-06-30,RevenueFromContractWithCustomerExcludingAssessedTax,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.18651211801896728,0.36363636363636354,0.1472343812176682,0.36159600997506236,0.026259869932584307,0.04031995303547023,0.48112020753998075,13447000000.0,2344000000.0,1.92,10585000000.0,True,False,True,True,False,False,False,True,False,True,False,True,True,False,False,True,False,,71.18,B,False,,
WSC,0001647088,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,-0.025648786781124366,-2.04,0.07195403435453196,-2.0232225566156536,0.0018919063310394446,-0.7183139511325418,0.34274967864320577,2354656000.0,-26332000.0,-0.13,1385577000.0,True,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,False,,39.52,F,False,,
WEC,0000783325,,2025-06-30,Revenues,ProfitLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,yfinance,filled from yfinance,8,2,True,True,True,True,0.13402934537246058,0.13432835820895517,0.06044187269857959,0.15714285714285725,0.010229579718858323,0.48532407519555015,0.4401861394448508,8794500000.0,1417100000.0,4.46,7709500000.0,True,False,True,True,False,False,True,True,,True,False,True,True,False,True,True,False,,66.38,C,False,,
YUM,0001041061,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.09642654566080555,0.0390625,0.2056737588652482,0.019073569482288777,0.04983290655448466,0.09069207702020202,0.514432919429787,7309000000.0,1376000000.0,4.86,3135000000.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,,68.31,C,False,,
ZTS,0001555280,,2025-06-30,Revenues,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,8,2,True,True,True,True,0.04193138500635318,0.17518248175182483,-0.021877848678213296,0.15064102564102555,0.03181859334235501,0.055634002324417065,0.4562917494563347,9429000000.0,2655000000.0,5.89,4805000000.0,True,True,False,True,True,True,False,True,True,True,False,True,True,True,False,True,True,,72.04,B,False,,
ZTO,0001677250,,,SalesRevenueNet,NetIncomeLoss,NetCashProvidedByUsedInOperatingActivities,EarningsPerShareDiluted,,,0,0,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,42.24,D
